Time (s),Gyroscope X (deg/s),Gyroscope Y (deg/s),Gyroscope Z (deg/s),Accelerometer X (g),Accelerometer Y (g),Accelerometer Z (g),Magnetometer X (uT),Magnetometer Y (uT),Magnetometer Z (uT),Barometer (hPa)
0.39706707,1.728182,0.3443415,0.133374,0.9780591,-0.01972158,-0.09235426,-38.00575,23.95791,4.159515,1019.966
0.407055378,1.174716,-0.1357442,0.133374,0.9810209,-0.02069999,-0.08902676,-38.00575,23.95791,4.159515,1019.966
0.41704464,0.6212507,-0.1357442,-0.1723509,0.9822411,-0.009379641,-0.09404262,-38.00575,23.95791,4.159515,1019.966
0.427033901,0.9902278,0.1643093,-0.3557858,0.9856721,-0.008437587,-0.08777842,-38.00575,23.95791,4.159515,1019.965
0.437023163,2.035663,0.1042986,-0.4780758,0.9846408,-0.0055169,-0.08817825,-37.63158,23.9613,4.155277,1019.965
0.447011948,2.650625,0.2243201,-0.4780758,0.9911718,-0.01334999,-0.07975148,-37.63158,23.9613,4.155277,1019.965
0.457001209,2.89661,0.4043522,-0.2946409,0.9862881,-0.01714441,-0.09330547,-37.63158,23.9613,4.155277,1019.965
0.466990471,1.851174,-0.01572281,-0.1112059,0.9840307,-0.0250625,-0.08819528,-37.63158,23.9613,4.155277,1019.964
0.476979256,0.8057392,-0.01572281,-0.2334959,0.9791444,-0.02603943,-0.09348736,-37.63158,23.9613,4.155277,1019.964
0.486968517,-0.05520741,0.1643093,-0.2946409,0.9859758,-0.02549539,-0.09014611,-37.64594,24.70696,4.156517,1019.964
0.496957302,-0.1781998,0.2843308,-0.4780758,0.9870317,-0.02753142,-0.08297946,-37.64594,24.70696,4.156517,1019.964
0.506946564,0.3137697,0.2843308,-0.4169308,0.989704,-0.01616965,-0.08944898,-37.64594,24.70696,4.156517,1019.965
0.516935825,0.5597545,0.1643093,-0.4780758,0.9879936,-0.02749073,-0.08491164,-37.64594,24.70696,4.156517,1019.965
0.526925087,0.744243,0.4043522,-0.05006092,0.9840941,-0.02707382,-0.08391185,-37.64594,24.70696,4.156517,1019.965
0.536914349,0.9902278,0.3443415,0.194519,0.9839947,-0.02217307,-0.08523034,-37.99614,23.58477,4.545786,1019.965
0.546902657,1.297709,0.1042986,0.133374,0.9776621,-0.02507846,-0.09393464,-37.99614,23.58477,4.545786,1019.966
0.556891918,0.3752659,-0.01572281,0.255664,0.9803894,-0.01336594,-0.09027915,-37.99614,23.58477,4.545786,1019.966
0.56688118,-0.3626884,-0.07573352,0.255664,0.9813271,-0.01280443,-0.09460644,-37.99614,23.58477,4.545786,1019.966
0.576870442,-1.100643,-0.07573352,-0.05006092,0.9827345,-0.008448477,-0.09016807,-37.99614,23.58477,4.545786,1019.966
