Time (s),Gyroscope X (deg/s),Gyroscope Y (deg/s),Gyroscope Z (deg/s),Accelerometer X (g),Accelerometer Y (g),Accelerometer Z (g),Magnetometer X (uT),Magnetometer Y (uT),Magnetometer Z (uT),Barometer (hPa)
13.44548035,-14.19933,-19.87927,-46.76483,0.6814687,-0.7760342,0.1748419,-9.567125,46.04058,-8.447998,1019.954
13.45546961,-13.39988,-20.17932,-45.96994,0.6984366,-0.7648281,0.1952514,-9.567125,46.04058,-8.447998,1019.954
13.46545887,-12.96941,-19.51921,-45.2362,0.6996332,-0.7497075,0.1980412,-9.567125,46.04058,-8.447998,1019.954
13.47544766,-11.86248,-19.75925,-44.6859,0.7028029,-0.760507,0.2054503,-9.567125,46.04058,-8.447998,1019.954
13.48543692,-11.55499,-18.61905,-44.07445,0.7115272,-0.7621586,0.1928255,-10.67122,45.34623,-7.598158,1019.955
13.49542713,-10.20208,-16.87873,-43.70758,0.7165269,-0.7703315,0.1887286,-10.67122,45.34623,-7.598158,1019.955
13.50541592,-9.279636,-15.97857,-42.66811,0.719287,-0.761502,0.1889376,-10.67122,45.34623,-7.598158,1019.955
13.51540518,-8.603178,-15.61851,-41.93437,0.7272184,-0.7691824,0.1877245,-10.67122,45.34623,-7.598158,1019.955
13.52539444,-7.496246,-15.67852,-40.58918,0.7362269,-0.7803501,0.1926771,-10.67122,45.34623,-7.598158,1019.953
13.5353837,-6.389315,-15.37847,-39.36628,0.7330515,-0.7676635,0.1901339,-11.78413,44.96291,-7.199173,1019.953
13.54537296,-5.651361,-14.95839,-38.14338,0.7348904,-0.766462,0.1757008,-11.78413,44.96291,-7.199173,1019.953
13.5553627,-5.466872,-15.49849,-36.92049,0.7373227,-0.7664192,0.1752042,-11.78413,44.96291,-7.199173,1019.953
13.56535196,-7.311758,-14.4783,-35.39186,0.7474375,-0.7575852,0.1830727,-11.78413,44.96291,-7.199173,1019.954
13.57534123,-9.464125,-13.09806,-34.04667,0.7405057,-0.7583819,0.1623833,-11.78413,44.96291,-7.199173,1019.954
13.58533049,-11.18602,-14.11824,-32.76263,0.7554311,-0.746065,0.1707916,-12.89704,44.5796,-6.800188,1019.954
13.59531975,-10.44806,-11.95786,-31.66202,0.7487282,-0.7571971,0.1560973,-12.89704,44.5796,-6.800188,1019.954
13.60530853,-8.480186,-11.47777,-30.50026,0.7452942,-0.7581326,0.1493515,-12.89704,44.5796,-6.800188,1019.956
13.61529875,-8.664674,-12.49795,-29.15507,0.7450233,-0.7444262,0.1468155,-12.89704,44.5796,-6.800188,1019.956
13.62528801,-9.833101,-14.35828,-27.93217,0.7321178,-0.7356591,0.1346008,-12.89704,44.5796,-6.800188,1019.956
13.6352768,-8.726171,-15.13842,-26.70927,0.7545922,-0.7396917,0.1324225,-13.61666,43.08149,-6.794191,1019.956
13.64526606,-8.172705,-14.89838,-25.60866,0.7609788,-0.7406519,0.1381366,-13.61666,43.08149,-6.794191,1019.953
13.65525532,-7.188766,-14.23826,-24.5692,0.7559628,-0.7361941,0.1281679,-13.61666,43.08149,-6.794191,1019.953
13.66524506,-6.020338,-13.51813,-23.95775,0.7574057,-0.7366017,0.1238124,-13.61666,43.08149,-6.794191,1019.953
13.67523432,-7.865223,-14.05823,-23.8966,0.7351953,-0.6681032,0.1266837,-13.61666,43.08149,-6.794191,1019.953
13.68522358,-8.480186,-13.3381,-23.28515,0.7467095,-0.7179378,0.1046117,-14.30021,43.07497,-6.39953,1019.954
13.69521284,-8.726171,-11.95786,-23.04057,0.7412375,-0.7112102,0.1067476,-14.30021,43.07497,-6.39953,1019.954
13.7052021,-8.049712,-12.37793,-22.00111,0.7385069,-0.6974878,0.1003743,-14.30021,43.07497,-6.39953,1019.954
13.71519136,-6.758292,-12.61797,-21.14508,0.7325439,-0.6949775,0.08891651,-14.30021,43.07497,-6.39953,1019.954
13.7251811,-5.897346,-12.97804,-20.47248,0.7402319,-0.6885419,0.09095848,-14.30021,43.07497,-6.39953,1019.955
13.73517036,-4.605926,-12.1979,-19.73874,0.7429037,-0.6790541,0.07865998,-14.67196,43.07127,-6.0084,1019.955
13.74515963,-3.990963,-12.79801,-19.31073,0.7524406,-0.6681572,0.07791419,-14.67196,43.07127,-6.0084,1019.955
13.75514889,-2.576551,-12.37793,-18.57699,0.755342,-0.6666623,0.07889706,-14.67196,43.07127,-6.0084,1019.955
13.76513815,-2.146078,-12.37793,-17.78211,0.7710907,-0.6752159,0.07857361,-14.67196,43.07127,-6.0084,1019.956
13.77512789,-2.576551,-11.83783,-17.2318,0.768529,-0.668887,0.07730804,-14.67196,43.07127,-6.0084,1019.956
13.78511715,-4.544429,-11.59779,-16.86493,0.7833425,-0.6530488,0.0780999,-15.03652,42.69474,-5.617891,1019.956
13.79510641,-3.683483,-10.69763,-16.31463,0.7829996,-0.6618029,0.07498659,-15.03652,42.69474,-5.617891,1019.956
13.8050952,-3.437498,-11.35775,-16.13119,0.7827224,-0.6485518,0.07003023,-15.03652,42.69474,-5.617891,1019.951
13.81508446,-2.392063,-11.71781,-15.94776,0.7964397,-0.6485184,0.08246601,-15.03652,42.69474,-5.617891,1019.951
13.82507372,-1.285131,-12.01787,-16.19234,0.7894223,-0.6369447,0.08570018,-14.28534,42.70116,-5.174995,1019.951
13.83506346,-1.162139,-12.07788,-16.37577,0.7850311,-0.6304315,0.1046841,-14.28534,42.70116,-5.174995,1019.951
13.84505272,-1.223635,-11.6578,-16.37577,0.7892972,-0.6249577,0.1019064,-14.28534,42.70116,-5.174995,1019.951
13.85504198,-2.26907,-11.71781,-16.62035,0.7781385,-0.6327187,0.08588298,-14.28534,42.70116,-5.174995,1019.951
13.86503124,-3.007025,-12.31792,-17.2318,0.7789617,-0.6262868,0.08074398,-14.28534,42.70116,-5.174995,1019.951
13.8750205,-3.314505,-12.97804,-17.72096,0.789109,-0.6222097,0.07933703,-15.40068,42.31816,-5.162901,1019.951
13.88500977,-1.654108,-12.1979,-18.02669,0.7988256,-0.6243545,0.06813824,-15.40068,42.31816,-5.162901,1019.952
13.8949995,-1.100643,-12.1979,-18.08783,0.8075035,-0.6160632,0.07841088,-15.40068,42.31816,-5.162901,1019.952
13.90498877,-0.05520741,-11.77782,-18.02669,0.811589,-0.6012955,0.07442833,-15.40068,42.31816,-5.162901,1019.952
13.91497803,1.174716,-10.63762,-17.53753,0.823072,-0.6134489,0.08271147,-15.40068,42.31816,-5.162901,1019.952
13.92496729,-0.1167036,-9.737458,-16.92607,0.8234922,-0.6128293,0.07357176,-16.5232,42.30798,-5.150188,1019.947
13.93495607,-0.239696,-9.557426,-15.64203,0.8225735,-0.6101506,0.09098901,-16.5232,42.30798,-5.150188,1019.947
13.94494629,-0.6701694,-10.03751,-14.84715,0.8310497,-0.6188852,0.0960077,-16.5232,42.30798,-5.150188,1019.947
13.95493555,-1.961589,-8.777287,-13.31852,0.8334725,-0.6202281,0.08969475,-16.5232,42.30798,-5.150188,1019.947
13.96492434,-1.838597,-7.697094,-12.09562,0.8339866,-0.6216851,0.08965389,-16.5232,42.30798,-5.150188,1019.946
13.9749136,-1.592612,-7.096987,-11.23959,0.8276339,-0.6193914,0.09360847,-15.75614,41.19663,-5.611895,1019.946
13.98490286,-2.023085,-5.716741,-10.62814,0.8356417,-0.6258299,0.1088056,-15.75614,41.19663,-5.611895,1019.946
13.99489212,-3.068521,-5.416687,-10.13898,0.8271832,-0.6204141,0.0964755,-15.75614,41.19663,-5.611895,1019.946
14.00488186,-4.298444,-4.81658,-10.01669,0.8246641,-0.6137084,0.1034088,-15.75614,41.19663,-5.611895,1019.949
14.01487112,-5.159391,-3.796398,-9.405243,0.8295255,-0.6140846,0.1004768,-15.75614,41.19663,-5.611895,1019.949
14.02486038,-5.589864,-3.376323,-8.977228,0.8279107,-0.6067455,0.09778578,-16.86864,40.81327,-5.148428,1019.949
14.03484964,-6.6353,-3.556355,-8.426924,0.8323778,-0.6148276,0.08646874,-16.86864,40.81327,-5.148428,1019.949
14.04483891,-5.835849,-2.836226,-7.876618,0.82439,-0.6135883,0.05861268,-16.86864,40.81327,-5.148428,1019.95
14.05482864,-6.14333,-2.29613,-7.387459,0.820576,-0.6124176,0.07601015,-16.86864,40.81327,-5.148428,1019.95
14.06481791,-4.913406,-1.215937,-6.837154,0.8198274,-0.6251034,0.07424358,-16.86864,40.81327,-5.148428,1019.95
14.07480717,-3.929467,-0.3157764,-5.858834,0.8192713,-0.6202753,0.07774352,-16.50691,41.19015,-5.990309,1019.95
14.08479643,-2.638047,-0.2557657,-5.06395,0.8101126,-0.6281185,0.06989422,-16.50691,41.19015,-5.990309,1019.95
14.09478521,-1.531116,0.1643093,-4.33021,0.8108881,-0.617834,0.06870849,-16.50691,41.19015,-5.990309,1019.95
14.10477543,-1.285131,0.1643093,-4.146775,0.8146376,-0.6085541,0.07277641,-16.50691,41.19015,-5.990309,1019.95
14.11476469,-1.100643,0.4043522,-3.47418,0.8083503,-0.6134314,0.06546628,-16.50691,41.19015,-5.990309,1019.95
14.12475348,-0.239696,0.4043522,-3.2296,0.8096367,-0.6055345,0.06084365,-18.00077,41.17623,-5.521984,1019.949
14.13474274,-0.9161541,-0.01572281,-2.801585,0.8131676,-0.6071507,0.07571255,-18.00077,41.17623,-5.521984,1019.949
14.144732,0.6212507,0.7044058,-2.86273,0.8019046,-0.6321469,0.0698445,-18.00077,41.17623,-5.521984,1019.949
14.15472126,-0.05520741,-0.195755,-2.86273,0.8094289,-0.5952449,0.05821931,-18.00077,41.17623,-5.521984,1019.949
14.164711,-1.838597,-0.7358514,-2.37357,0.8210527,-0.5907101,0.06066827,-18.00077,41.17623,-5.521984,1019.949
14.17470026,-1.961589,-0.61583,-1.700975,0.8171122,-0.59583,0.03792111,-17.26436,41.92837,-5.142332,1019.949
14.18468952,-1.961589,-0.61583,-1.700975,0.8171122,-0.59583,0.03792111,-17.26436,41.92837,-5.142332,1019.949
14.19717598,-2.207574,-0.4958085,-1.395251,0.8150464,-0.5904506,0.03518266,-17.26436,41.92837,-5.142332,1019.949
14.20716524,-1.46962,0.04428791,-1.211816,0.819124,-0.5978124,0.04219249,-17.26436,41.92837,-5.142332,1019.952
14.21715498,-1.162139,0.2243201,-0.8449457,0.8133571,-0.603223,0.03871906,-17.26436,41.92837,-5.142332,1019.952
14.22714424,-0.9161541,0.2843308,-0.3557858,0.8134023,-0.605195,0.04011323,-16.50448,41.18985,-5.603418,1019.952
14.2371335,-0.9776503,0.04428791,0.01108406,0.8152755,-0.6007861,0.0411778,-16.50448,41.18985,-5.603418,1019.952
14.24712277,-1.592612,-0.01572281,0.6225339,0.8133965,-0.6037765,0.04352187,-16.50448,41.18985,-5.603418,1019.953
14.25711203,-1.900093,-0.4958085,1.111694,0.8192656,-0.6046786,0.04442359,-16.50448,41.18985,-5.603418,1019.953
14.26710177,-2.023085,-0.5558193,1.478564,0.8191959,-0.6031227,0.03771984,-16.50448,41.18985,-5.603418,1019.953
14.27709103,-2.146078,-0.7358514,1.784289,0.8197621,-0.6032856,0.05023693,-17.24039,40.80957,-4.757299,1019.953
14.28708029,-2.330566,-0.6758407,2.273448,0.8163072,-0.6018328,0.0474066,-17.24039,40.80957,-4.757299,1019.949
14.29706955,-2.638047,-0.7958621,2.395738,0.8169059,-0.606284,0.05210548,-17.24039,40.80957,-4.757299,1019.949
14.30705833,-2.26907,-0.61583,2.518028,0.8191788,-0.5979301,0.05086025,-17.24039,40.80957,-4.757299,1019.949
14.31704855,-2.330566,-0.4958085,2.946043,0.817775,-0.5999501,0.05418962,-17.24039,40.80957,-4.757299,1019.949
14.32703781,-2.330566,-0.4357978,3.190623,0.8172965,-0.6023194,0.04835105,-16.4973,40.81702,-5.604038,1019.95
14.3370266,-2.023085,-0.2557657,3.374058,0.8203012,-0.6024525,0.06133464,-16.4973,40.81702,-5.604038,1019.95
14.34701586,-1.838597,0.2843308,3.496348,0.8174963,-0.6074361,0.06556044,-16.4973,40.81702,-5.604038,1019.95
14.35700512,-1.715605,0.7044058,3.985508,0.8237525,-0.6057726,0.05785445,-16.4973,40.81702,-5.604038,1019.95
14.36699438,-2.453559,1.244502,4.291233,0.8204377,-0.6046208,0.07717508,-16.4973,40.81702,-5.604038,1019.952
14.37698412,-2.392063,1.964631,4.596958,0.8168924,-0.5987554,0.07301366,-16.88301,41.55893,-5.147188,1019.952
14.38697338,-4.113956,2.264684,4.719248,0.8415026,-0.6087864,0.0831921,-16.88301,41.55893,-5.147188,1019.952
14.39696264,-7.250262,2.864792,4.535813,0.8445283,-0.6372045,0.09303932,-16.88301,41.55893,-5.147188,1019.952
14.4069519,-10.87854,3.224856,5.391842,0.8300594,-0.6226148,0.08194809,-16.88301,41.55893,-5.147188,1019.949
14.4269309,-13.27689,4.065006,5.942147,0.8145902,-0.6301298,0.07896598,-16.88301,41.55893,-5.147188,1019.949
14.4269309,-14.01484,4.185027,6.614742,0.8215594,-0.6392565,0.07531333,-16.49204,40.81635,-4.765776,1019.949
14.43692017,-13.46138,5.625285,7.715352,0.8185962,-0.6165975,0.05809159,-16.49204,40.81635,-4.765776,1019.949
14.44690943,-12.47744,4.004995,8.510237,0.8073986,-0.6219311,0.04309427,-16.49204,40.81635,-4.765776,1019.95
14.45689869,-10.81704,2.324695,8.204512,0.8075876,-0.6067531,0.04059307,-16.49204,40.81635,-4.765776,1019.95
14.46688795,-7.619239,4.305049,7.470772,0.8018705,-0.5934055,0.02266818,-16.49204,40.81635,-4.765776,1019.95
14.47687769,-3.990963,6.10537,6.614742,0.8005452,-0.5984065,0.0297742,-16.48961,40.81604,-4.378883,1019.95
14.48686695,-1.346627,7.425606,6.553597,0.7863271,-0.5923241,0.03387787,-16.48961,40.81604,-4.378883,1019.952
14.49685621,-0.547177,7.785671,6.553597,0.7946634,-0.6139988,0.05638868,-16.48961,40.81604,-4.378883,1019.952
14.506845,-0.9776503,7.605638,7.103902,0.7942747,-0.5958208,0.04818766,-16.48961,40.81604,-4.378883,1019.952
14.51683426,-0.239696,7.785671,7.287337,0.8016241,-0.6202948,0.06003486,-16.48961,40.81604,-4.378883,1019.952
14.52682447,0.744243,7.785671,7.898787,0.8074499,-0.5961455,0.05050145,-15.75563,41.56849,-4.38612,1019.953
14.53681326,1.359205,7.72566,8.082222,0.8104726,-0.5972548,0.0634598,-15.75563,41.56849,-4.38612,1019.953
14.54680252,1.974167,8.025714,8.082222,0.8023914,-0.5784719,0.07411236,-15.75563,41.56849,-4.38612,1019.953
14.55679178,1.11322,7.905692,8.265656,0.8209816,-0.5821203,0.07534163,-15.75563,41.56849,-4.38612,1019.953
14.56678104,0.2522736,8.865864,8.510237,0.8119215,-0.5703729,0.06366003,-15.75563,41.56849,-4.38612,1019.954
14.57677031,0.6212507,8.205746,8.326801,0.8161646,-0.5865272,0.07092433,-16.50155,41.5614,-3.990753,1019.954
14.58676004,0.3137697,7.665649,8.387946,0.8138221,-0.5933251,0.06546581,-16.50155,41.5614,-3.990753,1019.954
14.59674931,0.8672354,6.94552,8.021076,0.8043984,-0.5879435,0.05458631,-16.50155,41.5614,-3.990753,1019.954
14.60673857,1.236213,7.185563,7.898787,0.8082476,-0.6094611,0.06075177,-16.50155,41.5614,-3.990753,1019.951
14.61672783,0.8672354,7.125552,7.654207,0.8027564,-0.6069108,0.04688324,-16.50155,41.5614,-3.990753,1019.951
14.62671709,1.789678,7.245574,7.287337,0.7978439,-0.6036125,0.05037246,-16.12748,41.19288,-5.156284,1019.951
14.63670683,2.035663,7.185563,7.165047,0.7976544,-0.6201959,0.04850193,-16.12748,41.19288,-5.156284,1019.951
14.64669609,2.220152,7.605638,7.165047,0.7888965,-0.6194094,0.05291526,-16.12748,41.19288,-5.156284,1019.951
14.65668535,2.158656,7.365595,7.165047,0.7818248,-0.6326779,0.05117521,-16.12748,41.19288,-5.156284,1019.951
14.66667414,1.974167,7.305584,7.287337,0.7881131,-0.6240524,0.07014328,-16.12748,41.19288,-5.156284,1019.951
14.6766634,1.359205,7.365595,7.776497,0.8030593,-0.6414261,0.07104343,-15.75563,41.56849,-4.38612,1019.951
14.68665361,1.359205,7.72566,7.959932,0.8075364,-0.64578,0.07282896,-15.75563,41.56849,-4.38612,1019.952
14.6966424,1.051724,8.205746,8.571382,0.8049749,-0.6375773,0.07739235,-15.75563,41.56849,-4.38612,1019.952
14.70663166,1.482197,8.505799,8.999396,0.792218,-0.6592438,0.07643706,-15.75563,41.56849,-4.38612,1019.952
14.71662092,1.051724,8.445788,10.03886,0.8096078,-0.6530464,0.07070152,-15.75563,41.56849,-4.38612,1019.952
14.72661018,0.4367621,8.56581,11.07833,0.807088,-0.6496202,0.06743409,-16.13942,41.93824,-4.768154,1019.949
14.73659992,0.5597545,8.985885,12.30123,0.8181725,-0.6605651,0.09405668,-16.13942,41.93824,-4.768154,1019.949
14.74658918,0.744243,10.54616,13.27954,0.8042781,-0.6499057,0.08526924,-16.13942,41.93824,-4.768154,1019.949
14.75657845,1.174716,10.90623,14.68588,0.8053861,-0.6779498,0.1014012,-16.13942,41.93824,-4.768154,1019.949
14.76656771,2.035663,11.98642,15.60305,0.7943149,-0.6618778,0.0927344,-16.13942,41.93824,-4.768154,1019.95
14.77655697,2.281648,11.3263,16.70366,0.7920424,-0.6688261,0.09835137,-15.76281,41.94132,-4.3855,1019.95
14.78654671,3.573068,11.68637,17.31511,0.7937258,-0.6824061,0.09317368,-15.76281,41.94132,-4.3855,1019.95
14.79653597,4.249526,12.4065,18.17114,0.7938679,-0.6869299,0.102691,-15.76281,41.94132,-4.3855,1019.95
14.80652523,3.942045,12.34649,18.90488,0.7879489,-0.6784208,0.1169189,-15.76281,41.94132,-4.3855,1019.949
14.81651449,4.925984,12.94659,18.96603,0.7892839,-0.6983993,0.1149511,-15.76281,41.94132,-4.3855,1019.949
14.82650328,5.356457,13.5467,19.69977,0.7852523,-0.7170326,0.1159435,-15.02408,42.32124,-4.780249,1019.949
14.83649349,5.909923,13.90676,19.8832,0.7780697,-0.7225632,0.1197022,-15.02408,42.32124,-4.780249,1019.949
14.84648275,6.155908,14.26683,20.49465,0.7661624,-0.7157077,0.1055048,-15.02408,42.32124,-4.780249,1019.949
14.85647154,7.57032,14.20682,21.04496,0.7623736,-0.7234972,0.09954855,-15.02408,42.32124,-4.780249,1019.949
14.8664608,9.107725,12.22646,21.96213,0.7654648,-0.7040133,0.1067737,-15.02408,42.32124,-4.780249,1019.949
14.87645006,9.907176,12.22646,22.51244,0.7671675,-0.6861138,0.1211931,-15.40068,42.31816,-5.162901,1019.949
14.8864398,9.845679,12.70655,22.94045,0.7949815,-0.6764345,0.157871,-15.40068,42.31816,-5.162901,1019.944
14.89642906,10.46064,13.24665,23.0016,0.7788016,-0.6491429,0.1447091,-15.40068,42.31816,-5.162901,1019.944
14.90641832,12.30553,14.26683,23.5519,0.775921,-0.6525576,0.141268,-15.40068,42.31816,-5.162901,1019.944
14.91640759,12.30553,15.46704,23.67419,0.7716329,-0.688099,0.1283387,-15.40068,42.31816,-5.162901,1019.944
14.92639685,9.784184,15.46704,24.83595,0.7769198,-0.7057946,0.1423007,-14.67196,43.07127,-6.0084,1019.943
14.93638659,6.094412,15.28701,25.01938,0.7637238,-0.7308525,0.1388524,-14.67196,43.07127,-6.0084,1019.943
14.94637585,4.679999,14.6869,25.75312,0.7587166,-0.7005176,0.1295493,-14.67196,43.07127,-6.0084,1019.943
14.95636511,4.557007,14.74691,26.05885,0.7445067,-0.6991397,0.1205251,-14.67196,43.07127,-6.0084,1019.943
14.96635437,4.618503,14.50687,26.54801,0.7404699,-0.6867096,0.135805,-14.67196,43.07127,-6.0084,1019.944
14.97634363,5.171969,14.80692,26.42572,0.7159891,-0.6839873,0.1244743,-14.69108,44.18945,-5.619652,1019.944
14.98633337,6.955359,15.34702,25.81427,0.706804,-0.6870868,0.1268635,-14.69108,44.18945,-5.619652,1019.944
14.99632263,8.06229,14.86693,25.38625,0.7138586,-0.6954595,0.1396085,-14.69108,44.18945,-5.619652,1019.944
15.00631189,7.754809,14.86693,25.08053,0.702819,-0.7011333,0.1496515,-14.69108,44.18945,-5.619652,1019.939
15.01630116,6.709373,12.88658,25.63083,0.7086244,-0.7009611,0.1433553,-14.69108,44.18945,-5.619652,1019.939
15.02628994,7.385832,13.06661,24.83595,0.6859492,-0.6829039,0.1555302,-14.30972,43.82001,-5.62451,1019.939
15.03628016,6.401893,12.4065,24.71366,0.684512,-0.684852,0.1535626,-14.30972,43.82001,-5.62451,1019.939
15.04626942,6.524885,11.80639,24.46908,0.6856496,-0.7020628,0.1275807,-14.30972,43.82001,-5.62451,1019.942
15.0562582,7.754809,13.30666,24.53022,0.6737257,-0.6876724,0.1338099,-14.30972,43.82001,-5.62451,1019.942
15.06624746,7.939298,12.4065,24.59137,0.6873223,-0.682224,0.1430136,-14.30972,43.82001,-5.62451,1019.942
15.07623673,8.369771,11.68637,24.16335,0.6796517,-0.6919782,0.1336602,-13.63335,44.19937,-6.018549,1019.942
15.08622646,9.968672,11.44632,24.10221,0.7042119,-0.7212361,0.1568329,-13.63335,44.19937,-6.018549,1019.943
15.09621573,8.615756,10.60617,23.91877,0.6998132,-0.7203317,0.1573668,-13.63335,44.19937,-6.018549,1019.943
15.10620499,8.123786,9.886045,23.97992,0.7026651,-0.7229487,0.1375298,-13.63335,44.19937,-6.018549,1019.943
15.11619425,10.52214,11.80639,23.97992,0.6765616,-0.7072456,0.1395503,-13.63335,44.19937,-6.018549,1019.943
15.12618351,9.784184,10.24611,23.67419,0.6807162,-0.6963763,0.1349853,-12.52044,44.58268,-6.417536,1019.941
15.13617325,11.32159,11.74638,23.73534,0.6976258,-0.7142222,0.1368239,-12.52044,44.58268,-6.417536,1019.941
15.14616251,11.87505,12.04643,23.30732,0.6778708,-0.7201378,0.1551072,-12.52044,44.58268,-6.417536,1019.941
15.15615177,11.1371,13.18664,23.36847,0.683858,-0.7231691,0.1689601,-12.52044,44.58268,-6.417536,1019.941
15.16614103,9.35371,12.94659,23.06274,0.6624726,-0.7231184,0.177773,-12.52044,44.58268,-6.417536,1019.94
15.17613077,8.06229,13.90676,23.06274,0.6682926,-0.7248529,0.1680556,-12.52772,44.5836,-7.578207,1019.94
15.18612003,6.401893,13.42668,23.18503,0.6621023,-0.7318135,0.1703258,-12.52772,44.5836,-7.578207,1019.94
15.1961093,5.663939,13.24665,23.91877,0.675076,-0.7482271,0.1703001,-12.52772,44.5836,-7.578207,1019.94
15.20609856,5.417953,13.24665,24.2245,0.6712025,-0.7408351,0.1970109,-12.52772,44.5836,-7.578207,1019.943
15.21608734,4.618503,12.22646,24.65251,0.6745605,-0.7397361,0.1917181,-12.52772,44.5836,-7.578207,1019.943
15.22607756,4.925984,12.52652,26.18114,0.6609166,-0.7389895,0.1937538,-11.78413,44.96291,-7.199173,1019.943
15.23606682,4.003541,11.38631,27.03717,0.6500235,-0.7566959,0.1909612,-11.78413,44.96291,-7.199173,1019.943
15.2460556,4.311022,11.3263,27.8932,0.6571841,-0.7676401,0.2132741,-11.78413,44.96291,-7.199173,1019.939
15.25604487,4.618503,11.14627,28.4435,0.6346312,-0.7606265,0.2116756,-11.78413,44.96291,-7.199173,1019.939
15.26603413,5.909923,11.50634,28.13778,0.6179265,-0.7798976,0.2098444,-11.78413,44.96291,-7.199173,1019.939
15.27602387,7.447328,11.50634,28.62694,0.6139526,-0.7991236,0.2185289,-11.43433,46.08516,-7.652924,1019.939
15.28601313,6.77087,11.26629,28.07663,0.5995687,-0.7856542,0.2180063,-11.43433,46.08516,-7.652924,1019.942
15.29600239,8.123786,11.80639,27.52633,0.5929588,-0.8450283,0.2309744,-11.43433,46.08516,-7.652924,1019.942
15.30599165,8.615756,11.62636,26.91488,0.5975584,-0.8048839,0.2290864,-11.43433,46.08516,-7.652924,1019.942
15.31598091,8.923237,11.62636,26.97602,0.5833277,-0.8006493,0.225435,-11.43433,46.08516,-7.652924,1019.942
15.32597065,9.722687,12.28647,26.73144,0.5958288,-0.8203821,0.2176193,-10.70401,46.77607,-8.434048,1019.943
15.33595991,8.800244,12.34649,27.40404,0.6167677,-0.7758821,0.2720986,-10.70401,46.77607,-8.434048,1019.943
15.34594917,10.95261,11.50634,27.52633,0.6055165,-0.8159027,0.2220065,-10.70401,46.77607,-8.434048,1019.943
15.35593844,10.76812,10.60617,27.40404,0.5906227,-0.7685269,0.2416287,-10.70401,46.77607,-8.434048,1019.943
15.36592817,10.76812,10.96624,28.74923,0.5897771,-0.7791294,0.2302818,-10.70401,46.77607,-8.434048,1019.941
15.37591744,11.26009,11.08626,29.36068,0.5818672,-0.7973917,0.2356447,-9.950909,46.41034,-8.830032,1019.941
15.3859067,11.44458,11.80639,29.60526,0.5789158,-0.7912795,0.2497915,-9.950909,46.41034,-8.830032,1019.941
15.39589596,10.15316,11.56635,29.97212,0.5845805,-0.8073269,0.2507867,-9.950909,46.41034,-8.830032,1019.941
15.40588474,11.75206,12.52652,29.6664,0.5699586,-0.8098677,0.2421463,-9.950909,46.41034,-8.830032,1019.94
15.41587496,12.30553,12.52652,29.60526,0.5605277,-0.8238046,0.2510026,-9.950909,46.41034,-8.830032,1019.94
15.42586422,11.69057,12.4065,29.60526,0.5564685,-0.7887112,0.2519319,-9.591101,47.15939,-8.833031,1019.94
15.43585301,10.70663,13.18664,30.27785,0.5548829,-0.7865909,0.2380267,-9.591101,47.15939,-8.833031,1019.94
15.44584227,11.75206,12.76656,30.21671,0.565805,-0.8160521,0.2612837,-9.591101,47.15939,-8.833031,1019.941
15.45583153,14.21191,13.06661,30.03327,0.558144,-0.8244205,0.2577466,-9.591101,47.15939,-8.833031,1019.941
15.46582127,11.87505,12.34649,29.97212,0.5343241,-0.7791777,0.2450966,-9.591101,47.15939,-8.833031,1019.941
15.47581053,13.22797,11.8664,30.03327,0.5411676,-0.8054938,0.2482286,-8.485373,47.91553,-9.231396,1019.941
15.48579979,14.64238,12.34649,30.27785,0.5551891,-0.7924048,0.2706328,-8.485373,47.91553,-9.231396,1019.94
15.49578905,13.78144,11.62636,30.33899,0.525548,-0.8047174,0.2459425,-8.485373,47.91553,-9.231396,1019.94
15.50577879,13.47395,11.98642,30.46128,0.5130097,-0.8150192,0.2356435,-8.485373,47.91553,-9.231396,1019.94
15.51576805,13.59695,11.44632,30.15556,0.5212557,-0.8595837,0.2532305,-8.485373,47.91553,-9.231396,1019.94
15.52575731,14.08892,11.08626,29.6664,0.501842,-0.809168,0.2599539,-7.74188,47.92293,-10.01365,1019.936
15.53574658,14.51939,10.60617,29.48297,0.4958259,-0.8258779,0.2610087,-7.74188,47.92293,-10.01365,1019.936
15.54573584,16.48727,12.10644,28.74923,0.4660984,-0.802734,0.2507195,-7.74188,47.92293,-10.01365,1019.936
15.55572558,16.67176,10.96624,28.74923,0.4919481,-0.8236328,0.2712083,-7.74188,47.92293,-10.01365,1019.936
15.56571484,17.47121,10.96624,28.74923,0.4935269,-0.8290194,0.2739497,-7.74188,47.92293,-10.01365,1019.937
15.5757041,15.87231,10.42614,29.36068,0.4718786,-0.8199669,0.2670988,-7.013161,48.67604,-10.85915,1019.937
15.58569336,16.67176,10.48615,29.11609,0.4842396,-0.7994408,0.2795889,-7.013161,48.67604,-10.85915,1019.937
15.59568262,16.17979,10.90623,29.60526,0.4872889,-0.8038883,0.2866804,-7.013161,48.67604,-10.85915,1019.937
15.60567236,16.48727,9.946056,29.97212,0.5082805,-0.8776168,0.3077691,-7.013161,48.67604,-10.85915,1019.938
15.61566162,15.38034,10.36613,30.27785,0.46376,-0.8190317,0.2970435,-7.013161,48.67604,-10.85915,1019.938
15.62565088,14.82687,9.225928,30.40014,0.4737816,-0.8321439,0.3024212,-5.905106,49.05996,-12.03192,1019.938
